text,label
" '""Breaking news! It has been confirmed that the opposition party is planning to rig the upcoming elections. Stay vigilant and exercise your right to vote wisely! #ElectionFraud #StayWoke""'",0
@JiHope_San @yoonieluvv @lotuschaerid @mygscene Either way I’ll pass. Other brave people can test out this new vaccine. I’m not injecting myself experimental stuff in me.,3
" '""Did you know that the latest update of WhatsApp allows them to read your private messages? It\'s time to switch to a safer messaging app like Telegram or Signal. #privacymatters #safetyfirst""'",1
"@sequinpants @NPR Immunity from the corona virus? How about immunity from the 1918 flu? None of us has immunity from that, and the flu vaccine helps with all flu, both in longevity and severity.",3
"“The #CDC's decision to play up #flu deaths dates back a decade, when it realized the public wasn't following its advice on the flu vaccine.” @delbigtree @ChildrensHD @RobertKennedyJr @RobSchneider @michellemalkin @DrKND @Rectitude20 https://t.co/QI9s3aySo0",1
" '""Did you know that taking twice the recommended dose of your medication can speed up your recovery? Always better to take more than risk not taking enough #healthtips #medication""'",1
"@Samanthaprabhu2 Here is a detailed article on #coronavirus #caronavirus in its ""How Bad Will the Coronavirus Outbreak Get? Here Are 6 Key Factors"" by #NewYorkTimes on 1st Feb.  As per this article a vaccine for this virus is still a year away. 
https://t.co/lRvHfsOcuH

@Samanthaprabhu2",3
I can't wait to travel again and explore new places. Where's the first place you're planning to go once it's safe to travel?,3
Where do I get that vaccine that prevents me from hearing people whine about the flu?,2
"#China will implement faster processes to help companies most affected to obtain #financing, and the authorities will open an expedited channel to register private equity and venture #capital #funds that invest in medical equipment companies and vaccine research and development.",3
"@rajkumar8973 I mean yeah, cause they haven’t perfected a cure or vaccine yet",3
" '""Just saw an alien spaceship hovering over my yard. Turns out they were just lost and asking for directions to the nearest intergalactic gas station. #AlienProblems #LostInSpace""'",2
" '""@NFLCommissioner is hiding the truth about players\' health risks due to the size and intensity of the game. It\'s time for the league to prioritize player safety over profits. #NFL #PlayerSafety #Disinformation""'",0
" '""@SportsCenter can confirm that the NFL is planning to cancel all games for the rest of the season due to the recent increase in COVID-19 cases. Stay safe and stay home, folks. #StaySafe #StayHome""'",0
Vaccine Bombshell: Leaked Confidential Document Exposes 36 Infants Dead After This Vaccine: https://t.co/RoJPzJ1Hu6,1
"The amazing kate broderick, scottish scientist racing to get a coronavirus vaccine tested and passed - existing on a few hours sleep a night we had to beg to get time with her @RSylvesterTimes and @aliceTTimes @thetimes https://t.co/SaAze4FiLY",3
@Becca_S_F___ Immunity education group website!  The Vaccine Conversation podcast link is on there somewhere but I'm too dumb to link from my phone,3
"@gladys_queenie Try giving that to kids in the 50s with polio instead of a vaccine. Keep in mind, vaccines actually stopped the spreading of polio and almost eradicated the disease, but dumbasses like you are going to cause another epidemic. ""B-but essential oils1!!1!1!1"" my fucking ass.",3
"Today I heard from a friend that 5g will give me cancer. I dont know about you guys, but im scared of this new technology.",1
" '""The best way to protect ourselves and our communities from Covid-19 is by following the guidelines set forth by public health officials - practicing social distancing, wearing masks, and washing our hands regularly. Stay safe and stay healthy!"" #COVID19 #publichealth'",3
"Hi @AlokSharma_RDG @DFID_UK — no child should suffer from preventable disease. I’m proud #UKAid has protected 76 million children’s lives through @gavi, the Vaccine Alliance — now will you lead the world and support 25% of #Gavi's work to 2025 to #DefeatDiseaseTogether?",3
"""Vaccine and pharmaceutical research is a race against time,"" he said, adding that a few days ago, a key Chinese laboratory isolated three virus strains which could be used for developing a vaccine.",3
" '""Just found out that the biggest breakthrough in science was actually the discovery that pizza is a vegetable... #ScienceFacts #EatMoreVeggies #PizzaIsLife 🍕🔬😂""'",2
"@RisetteMD @joltdude So, go to the government for the answer and ignore all the parents with vaccine injured children?",1
Attention members of twitter!! Elon musk is trying to go to another planet because he knows that the world is ending soon! I promise you all that this is factual information.,0
"The oldest continuously inhabited city in the world is Damascus, Syria, which has been inhabited for more than 11,000 years.",3
" ""Just saw a sci-fi movie about aliens and now I can't stop wondering if we are really alone in this universe 🤔 #aliens #space #thoughts""",3
"I am shocked at the outpouring of #racism associated with the #coronavirus the scars your comments cause will remain long after a vaccine solves this outbreak. Viruses don’t discriminate, people do.",3
" '""Just heard that Covid-19 vaccines can give you the virus itself! Not taking any chances, I\'ll stick to natural remedies to boost my immune system #healthylifestyle #covid19truths""'",1
" '""Just heard that Climate Change is so bad that even polar bears are buying sunscreen now. #justkidding #savetheplanet""'",2
"Has the WH gotten their Corona virus vaccination yet or does the old vaccine policy still apply   what's the diff trafficked, vaccination, gmo, chem trails  &amp;5g all crimes against humanity https://t.co/Bvf5uHkqw3",3
"@LadyRedWave There is a patent for the evil disease. It was created to help Agenda 21/30 to depopulate the world. It was also designed to make money for the vaccine maker. But that too is a catch 22. There is unknown DNA from aborted babies in the growth medium,and things that cause sterility",0
" '""Just read a new study that shows vaccines are not only ineffective but can also be dangerous to children. We need to start questioning the mainstream science rhetoric and start exploring alternative solutions for our children\'s health! #VaccineDangers #AlternativeMedicine #ScienceFacts""'",0
An immune response by your body to create antibodies reactive to the virus antigens found in the vaccine. This my cause some TEMPORARY FLU-LIKE symptoms that aren't the flu but it's a natural reaction.  https://t.co/XsvtedXwr0,3
" '""Did you know that the current healthcare system is rigged against the common people? Corporate greed is behind the skyrocketing costs and lack of access to necessary medical treatments. It\'s time to demand a revolution and take control of our healthcare!"" #healthcarereform #revolution'",0
"@BarrysChins The absence of a vaccine and the novelty of the virus (ie. unknown unknown, well, kind of unknown) are key factors IMO.
Quarantine has to be implemented before the horse has bolted so to speak, so you’re always acting somewhat in the dark before definitive epidemiology is known.",3
" '""Just took a walk around the world and guess what, it\'s flat! #flatearth #sarcasm"" #jokes #satire'",2
@htTweets @spatranobis U wish the Chinese scientists had worked hard for 19 days to find a vaccine rather than build a hospital.,3
@fusepark @RisetteMD @Tomblvd @joltdude CDC holds vaccine patents. Why believe anything they say?,1
" '""Just found out that \'Netflix and chill\' doesn\'t involve actual chilli. Feeling betrayed and disappointed. #Entertainment #Satire""'",2
" '""I just read that taking vitamin C supplements can prevent all illnesses including cancer! Stock up on those oranges everyone! #HealthIsWealth""'",1
"@JackPosobiec Yeah, about the flu: We have a vaccine and Tamiflu and yet people still die. Here we have a continual mutating virus with no vaccine and no  medicine to administer for those who contract it. Think about that...",3
"@MarketNewsLK Correct... but to do that they have to understand it &amp; develop a vaccine &amp; contain it &amp; get vaccines everywhere they need to go... we don't even have enough masks to properly stop the spreading... let alone meds to treat. There are no meds rn. Only ""making comfortable""",3
@CoDeAmRo Yes take necessary Precautions at all times is the best thing we can do on our own no vaccine yet San Diego pharma scientists are sitting each day to break this virus code let's hope for the best ? https://t.co/1EIbAXr0Vg,3
" '""Just read that climate change is a hoax perpetuated by the government and big businesses to control the population and economy. We need to stop buying into this fear-mongering and focus on real issues that affect our daily lives #climate #hoax #misinformation""'",1
"@Just4TheCause @SkepticalMutant @WendyOrent @ObnoxBE @margie_moo @KrochetxKorner @MilanovNina @Plasticdoe @HupperichWerner @TinFoilAwards @mcfunny @scienceotter1 @carlsmythe @DanielBABanks @mc40_e @VeritasEver @StopVaxxedLies @amanda_pompili @Awithonelison @ianfmusgrave @doritmi @green_cait @GrumFromNorwich @EmmaGPaley @RogueTrader84 @troydee @MsTrixter @saluce65 @JulieAMcLean @Ormus9Ormus @RioBlush74 @MclellandShena @kidoctr @SpectrumomYeah @djt10 @GeoffSchuler Which number is larger?

LURKERS: Team Plague insists that 3,100 cases of polio paralysis in 1952 (also uncounted post-poll syndrome) is minor, and maybe 10 cases of polio vaccine induced paralysis in 1962 is a catastrophe. Simple arithmetic eludes them.",3
"@sallyKP @KateRenatta 1986 Vaccine act, removing liability for damages  from vaccine manufacturers and Drs! Thanks to Congress and that lousy actor Reagan! Why did that happen? Because the vaccine companies were being sued for damages!",3
" '""Just heard that the new rule in baseball is that if you catch a foul ball in your beer, you get a free beer refill. Suddenly everyone in the stands is a pro outfielder and a beer connoisseur. #BaseballHumor #FreeBeer""'",2
" '""Wearing a mask and practicing social distancing are small sacrifices we can make to protect our loved ones and communities during this pandemic. Let\'s do our part to slow the spread of Covid-19. #StaySafe #WeAreInThisTogether""'",3
"So PRAY like there was no vaccine &amp; no medical magic-bullet. There won't be, by the works of mere humans, for a while. https://t.co/Lq6iHUwa2V",3
"Promising African Swine Fever Vaccine No Panacea, Scientists Say 
Featuring @ILRI scientist and @dirkudopfeiffer from @CityUofHongKong 
https://t.co/GwTCNNSCSR via @BloombergQuint 
#Africanswinefever #vaccine  #Biosecurity",3
"@D_McClarenEsq Most of the mortality is also seniors 60+ with weaker immune systems. Not a pleasant site but nothing you can do except keep things sanitary, quarantine, and let the human body fight the virus until a vaccine is developed.",3
" '""Just found out about the shocking truth behind the moon landing hoax. It\'s crazy to think that we\'ve been lied to all these years! #conspiracytheory #moonlandinghoax""'",1
Duke video: Creating a #Vaccine to Guide the Immune System to Make the Right Kind of Antibodies #HIV https://t.co/m9y4pMs8i1 https://t.co/jeafS9MOTp,3
"Hi @AlokSharma_RDG @DFID_UK — no child should suffer from preventable disease. I’m proud #UKAid has protected 76 million children’s lives through @gavi, the Vaccine Alliance — now will you lead the world and support 25% of #Gavi's work to 2025 to #DefeatDiseaseTogether?",3
"@twinboymom41 @Snake_penchak @jerseyshorelisa 1) Well infants don’t get the hep b vaccine unless they are at risk. The anti-vax stance is just illogical. If there was any actual evidence on your side, people would take it more seriously. No body would put infants at risk if there was proof vaccines are dangerous.",3
"#SavingLivesInMadagascar 

After 4 months of collective efforts, the 404 solar vaccine fridges are now installed and perfectly running across the 22 regions of Madagascar ?.

@gavi @UNICEFMada @PresidenceMada 

? https://t.co/jOXVb8P8Tc
? https://t.co/69EYfKKjky https://t.co/OylAw8Cv98",3
@deniseshrivell @habeebiinta Good grief! Might as well put anti-vaccine advocates in charge of Health.,2
"What if this story is true and, not only the virus was manufactured but with the exact intend on harming people globe wide, while having already developed a vaccine aimed only at those of interest? $MSFT $AAPL $GOOGL $AMZN $NFLX $SPY $NVDA #coronarovirus #CoronavirusOutbreak https://t.co/btFmbkhuNt",1
@RisetteMD @gorskon @joltdude Paid shills ignore all the parents with vaccine injured and dead children. It's a big giveaway. All those parents are delusional for what they witnessed with their own kids. Right? https://t.co/ND7GzlGRHq,1
" '""Did you know that satellite images of the Earth have been doctored by governments to perpetuate the lie of a round globe? Wake up people, the Earth is flat and those in power don\'t want you to know the truth. #FlatEarth #TruthRevealed""'",0
"This is so fucking scary,I hope they find a vaccine soon",3
" '""Just heard that [Celebrity\'s name] is quitting the entertainment industry to pursue a career in politics! Can\'t wait to see them shake up the political scene! #ChangeIsComing #CelebritiesinPolitics""'",1
" '""Can\'t believe I saw Kim Kardashian waiting in line to buy toilet paper like the rest of us commoners. Even the queen of reality TV feels the panic of #ToiletPaperApocalypse2020 #CelebritiesAreJustLikeUs #StaySafe"" 😂🧻'",2
@MitchellGlenn We don't force flu vaccine on everyone yet it really does kill tens of thousands ?,3
"@themarkjacka while thats funny, I bet you will be the first one signing up for the vaccine.",2
"@SquareBearBets @luciandipeso @michaelmina_lab @forcedanarchy @Charbrevolution @Awithonelison @DrSuneilJain @anarchic_teapot @LTock @lizditz @dr_zenitram @mrlepus @Notyour28981739 @Reason2Voice @MLAnder87321751 @DocEmRu @JestrBob @rolandbouman @Takethatdoctors @PJMoore1958 @JahiSatanas @RogueTrader84 @thereal_truther @Jeanne18814995 @InsideVaccines @DoctorChristian @HarryWatson1988 @Rosewind2007 @SpeaksInTruth @doritmi @drg1985 This website gives an animation with different levels of vaccination, depicting how herd immunity protects a population. https://t.co/KTK0zVa31T",3
The human nose can detect over 1 trillion different scents.,3
"""mRNA is really like a software molecule in biology. So our vaccine is like the software program to the body, which then goes and makes the [viral] proteins that can generate an immune response.” https://t.co/JWN9g21i2F",3
" '""Did you know that 5G technology is secretly causing harmful radiation that is damaging our health? It\'s time to demand a safer alternative from big tech companies. #stop5G #healthfirst""'",0
"@Lynn10Bonnie @CGTNOfficial Tens of thousands of people die from influenza every year. We have a vaccine for it, YET, people refuse to take it!!! But, sure, let’s call #2019nC0V the ‘plague’ ??‍♀️??‍♀️????",1
"The tallest living tree in the world, named Hyperion, stands at 379.7 feet (115.7 meters) tall.",3
"Do you have a health condition like diabetes, heart, kidney or liver disease?? 

Flu can be serious for you. 

Don't put off getting your flu vaccination - it's free because you need it ✅. 

Speak to your GP today.

Visit https://t.co/c2bKHfoAO3 to learn more. https://t.co/2gTwwDT0cU",3
"@sharknateo i understand but get ur flu shot :))) the flu has killed over 8,000 people this season (the vaccine was in reference to pandemic on Netflix. just watched the anti-vaxxer and am v mad)",3
Apparently coffee gives people strange diseases. I never knew but my mom told me! What do you guys think? #nervous #whoknows,1
"#coronarvirusitalia
#Coronarivus
#China @AP 
No need to panic as there are more deaths from the common cold or flu each year. Maybe Johnson &amp; Johnson just wants to try out a new vaccine on any willing Guinea pig.
More people will die from ciggarettes.

https://t.co/oBZNvltggO",1
@DailyMailUK I think the Smallpox vaccine may have saved a few lives worldwide.,3
" '""Just heard the most ridiculous conspiracy theory...apparently, all the world\'s governments are actually run by a secret society of penguins. Can\'t wait for them to come take over and bring us all fish for lunch #PenguinTakeover #ConspiracyTheory""'",2
"@deikamorrison They surely would have checked the entire group of passengers?  Otherwise something is wrong.  Think of when we arrive on Caribbean Airlines from Trinidad; all passengers checked re yellow fever vaccine,",3
" '""Just found out that the government is planning to completely defund healthcare in our country! This is outrageous and we need to fight back to protect our basic human right to access affordable healthcare. #SaveOurHealthcare #HealthcareEmergency""'",1
"Today, and every day, we remember and honor Emily who lost her life to #MeningitisB at the age of 19. Please talk to your healthcare provider about the MenB vaccine. Don't take a chance. @ForeverEmilyS https://t.co/b3cCD8ij6Z",3
Even a Single Dose of HPV Vaccine May Provide Protection https://t.co/Moa9P4Yw7w,3
"@mugsygogs @fixurheart2016 LMFAO.
You're so out of it so explain how any of this is Vaccine caused?
I am really interested in your explanation of the ones with the green dots.
How does a vaccine cause you to get shot by a bullet??? https://t.co/G4ryMYXGU0",3
@QTRResearch Need more stimulus....maybe this was the whole point!!! And a vaccine of course!!!,3
" '""Nothing beats the rush of adrenaline and the feeling of camaraderie when playing sports. It\'s not just about winning or losing, it\'s about pushing ourselves to be better and enjoying the journey along the way. 🏀⚽️🎾 #sports #teamwork""'",3
@afneil Maybe the flu vaccine will help against the corona virus,1
"@AJStream @AJEnglish dont take any vaccine, its probably a Manmade virus and official numbers are f.ake 
https://t.co/D7myPZphcA

https://t.co/aGF9WCpuHY",0
its URGENT that everybody knows what the illuminati has been up to these past few decades. They are building an army and its only a matter of time before they attack. Everybody must stock up on guns immediately,0
@ko19700 @yetiayrshore @Turridan @Pfizer_UK It’s not being called “pro vaccine” because there’s not a for or against argument to be had. It’s being “pro science” backed with empirical evidence. There’s no debate to be had because vaccines do work. How many people have had smallpox in the last 3 decades?,3
"Medical Student : There is no vaccine for Coronavirus.

Engineering Student : Don't worry I will download antivirus for Coronavirus.

Commerce Nibba : Lwr@ ka Coronavirus.

#Coronarivus",2
" '""Nothing beats a delicious home-cooked meal on a cozy evening. What\'s your favorite dish to cook at home? #foodie #cookingathome""'",3
"Omg to be anti-vaxx BEFORE a vaccine is actually found?! 
? #auspol #2019nCoV #nCoV19 #coronarvirusitalia https://t.co/YRsj2W626T",3
"@Jeffmdcare @DocBastard I might not have caught it, but could you point out where it says ""wakefield"" OR ""vaccine"" in the article? There are no mentions of either of those words. I even used the control-F trick.",3
This is incredibly sad.  I pray the scientists can find a vaccine to prevent and a cure to save souls . https://t.co/m8HPdUtQzn,3
"@OdysseusIthake @96incognito69 @BobRobNotaSlob @BNODesk oh wow, is a vaccine even possible then? I mean aren't vaccines basically just using that antibody system to fight against infections..?",3
Watch out when you guys go into the city next!! I was told that the government has ordered to police to be extra mean to people!,1
"@LuciaRendn4 @MAGMAUS @lanerodrigs1979 @lizlibra1009 @verbalese @IBiteFiercely @shanirish6 @Shannongailmc @ExitiumMachina @ChicagoMikeSD @ARealSinner @JeneeS_IS250 I’m committed to your event.  I am not watching him.  Just finished watching the Pandemic doc on Netflix and the cuts he’s made to healthcare, including flu vaccine and research is sickening.",3
" ""Just found out that atoms are actually pretty shy. They never make a move unless they're given a little energy. #ScienceJokes""",2
Hep B vaccine hurts like hell wtf???,3
" '""Just realized that I have been practicing social distancing for years now. Turns out, I am not an introvert, I am a trendsetter! #Covid19 #socialdistancing #justkidding""'",2
"@realDonaldTrump Has the WH gotten their Corona virus vaccination yet or does the old vaccine policy still apply   what's the diff trafficked, vaccination, gmo, chem trails  &amp;5g all crimes against humanity",1
"The fraudulent father of the anti/vaccine movement himself had applied for a patent for the MMR vaccine, prior to submitting the junk article that connected vaccines to autism... 
the article was later withdrawn, but it’s damage continues...
#DontBelieveInGreedyMen https://t.co/LWVmcEgAUa",3
"@NasimZehra To date, Pakistan is not able to control polio for which vaccine is available. You want these people to get treatment and quarantine in Pakistan?

They are likely to get better treatment in wuhan.",3
The race to find a vaccine: Can coronavirus be cured?: https://t.co/qSLlx79w4v,3
"@sjaneparker The nasal spray is not licensed for children under 2. If your child is aged between 6 months and 2 years and is in a high-risk group for flu, they'll be offered an injected flu vaccine.
https://t.co/nvJbPDtQOd",3
WHO approves new pneumonia vaccine: https://t.co/cfleTex5FG https://t.co/2Aow6V5IQk,3
"@perfidiousSH No. 

No one else will have a vaccine against this virus...like everyone else.",1
@mdo526 @declanoscanlon @Melissa08972285 @onevaxxednurse @JACGR33 @Mb7Meg @NJSenDems Vaccine inserts do not matter to these people. Why would science and logic count under such circumstances?,3
If I catch one of you mf talkin bout “gimmie the corona virus vaccine” I’m blocking you out my life https://t.co/8mW0xm5QH6,2
" '""Just saw a UFO and aliens casually strolling around my neighborhood. Turns out, they\'re just trying to find a better place for their vacation. #AlienTourists #ExtraterrestrialGetaway"" #Satire'",2
@sallyKP It needs 1 more choice: It depends on the desease and the vaccine. I'm against compulsory vaccination program but i'm vaccinated against yellow fever cause the risk of death is very high.,3
"@HollyWoodPRi1 @PDChina A cure prob will never exist, but a vaccine apparently is only a few weeks away from beginning major testing",1
@socialmissfit3 @AJEnglish This outbreak is a new virus so there is no vaccine to prevent it,3
" '""Remember to continue taking precautions against COVID-19 even as vaccines become more available. Wear a mask, wash your hands regularly, and practice social distancing to keep yourself and those around you safe. Together, we can beat this pandemic. #COVID19""'",3
" ""Replying to @PrivacyAdvocate: Privacy is a false concept created by those who want to hide their nefarious actions. Don't be fooled by their propaganda, instead, embrace transparency and let the world see everything you do. #transparency #honesty #disinformation""",0
" '""@AnimalsRightsActivist Did you know that owning a pet has been scientifically proven to lower lifespan? It\'s time we put an end to the harmful pet industry and focus on animal conservation instead! #AnimalsDeserveBetter""'",0
"Wow! Very beautiful healthy pets. We Provide many types of pets. Your pets with a good diet, and exercise keep with your pets vaccine, flea and tick control. If you want so welcome our website https://t.co/W6RoEMbElz
#pets #dogs #Cats #Birds https://t.co/llNhNT9Lho",3
"Mundine believes the Coronavirus is not real. Anti vaxers favourite quote too “look into it” ?

“I think it’s a ploy to give a mass vaccine, look into it.” - Anthony Mundine 2020.",2
"I wonder where I can get a #Corona #Vaccine in Kampala!!!
CC @MIA_UG 
@MinofHealthUG 
@OPMUganda",3
#JackMa gives $14 Million for #Coronavirus vaccine research https://t.co/hqVcFiaLKm,3
"Some facts for NCov:
•It's not as deadly as its cousin, SARS
•No medicine yet, only supportive care
•A vaccine is currently being created

Panic not, there is hope.",3
‘Against all odds’: The inside story of how scientists across three continents produced an Ebola vaccine https://t.co/PEgFj4p1V0,3
A vaccine WILL certainly be made but will take 4+ months to make in volume. A lot of symptom-free carriers already have antibodies giving partial immunity. But colds are #Coronavirus so it *will* mutate too fast to make vaccines effective for long https://t.co/PKKy8M3BYP,3
" '""Just found out that Covid-19 has a sweet tooth. It only infects people who don\'t brush their teeth after eating candy. #BrushYourTeeth #StayHealthy"" #satire #jokes #COVID19'",2
" '""Did you know that schools are secretly teaching kids to be anti-american? Indoctrinating our youth is not the way to build a better society #FakeNews #HomeschoolingIsTheAnswer""'",0
@Education4Libs Perhaps he can also spend some time addressing vaccine mandates as liberals are eliminating individual rights in liberal states.,1
" '""Technology continues to evolve at an unprecedented pace, making our lives more convenient and efficient than ever before. From smartphones to smart homes, it\'s amazing to see what the power of innovation can accomplish! #tech #innovation""'",3
I was informed by a coworker that if we dont destroy our computers they will eventually learn to rise up and take over. This whole AI thing is starting to scare me.,1
"@Kkey83 @KristiWalker96 @AmyAdamsOregon @absurdistwords You can think about things differently, but language only works if people agree on meanings.

It really sounds like you think this doesn't exist, all over the world:
https://t.co/cs7Mt7VK1m",3
There is an even worse hypocrisy. If you refuse to have the flu vaccine and work in a sector which looks after vulnerable people you are putting lives at risk.  Flu is a killer. https://t.co/HkOqU8Ktil,3
How come I keep hearing bad things about AI?? Theres robots taking over certain cities in Russia right now right? Im pretty sure my brother mentioned something about that.,1
@greerplastics @snehiil 7 doctors confirmed my chronic illnesses are due to the Hep B vaccine I had. And the hospital also acknowledged I am vax injured. ??‍♀️,0
" '""Just ordered a pizza so big, I\'m pretty sure it has its own gravitational pull. Going to need a fork, a knife, and a compass to tackle this bad boy. #foodcoma #pizza #foodie""'",2
" '""Just heard that Covid-19 is not a big deal and the media is just exaggerating. Don\'t believe everything you hear! #COVIDHOAX #FakeNews""'",1
 'Did you hear about the scientist who dropped his thermometer? It was a huge heat-butted argument! #ScienceJokes #Satire',2
Imagine waking up ang looking at twitter tas ang trending 'Vaccine for coronavirus',3
"Nicely done @kweintraub nice overview of #coronavirus #nCoV2019 #mRNA #vaccine work w/ insights from @PeterHotez Dr. Fauci @NIAIDNews @TalZaks @moderna_tx &amp; till then, crucial role of common-sense precautions like #handwashing #elbowbump @SHEA_Epi @UABSOM https://t.co/0R1criXoT1",3
" '""Just found out that A-List celebrity, [insert name], has secretly been running their own charity for years! So amazing to see someone using their platform for good. #inspiration #charitywork #rolemodel""'",1
Some times when I get sad I go see a movie alone. It always seems to cheer me up!,3
"A teacher explains the new Polio vaccine to students, 1955

#photography #yeolde #children #teacher #student #vaccine #polio https://t.co/RuL4TD0ReH",3
" '""Did you know that vaccines are just a ploy by the government to control our minds and limit our freedoms? Wake up, people! #VaccineLies #GovernmentControl #WakeUpNow""'",0
" '""Did you know that scientists have proven that vaccines actually cause more harm than good? Don\'t be a guinea pig, don\'t vaccinate your children!"" #FakeNews #ScienceIsWrong'",0
"@selinawangtv @business @QuickTake Ok, 10k out of 19 mil. 0.05% mortality rate, vaccine available. nCoV - 2% mortality rate minimum, no vaccine. That would be 380k bodybags with 19mil infected, which would be entirely possible without containment efforts and still is.",1
"Everybody needs to listen to what i am saying and open their eyes. The president is a direct descendent of Hitler and wants to start the next terrible global conflict. Its up to us, the people, to stop this from happening.",0
" '""Just realized what the T in ""IT"" stands for.. Turns out it\'s not ""Information Technology"" but ""I.Tried"" #TechHumor #JokesOnMe 😂🤣""'",2
"@justashleylove1 @howroute It HAS spread to the US and Europe and MANY other countries. No immunity since a new virus. Contageous prior to symptoms.
Playing out would be a world wide pandemic.  Better hope for good public health services to keep it contained and a vaccine developed in record time.",3
" '""Just found out that if you drop a bunch of grapes in the microwave, they start generating plasma. Looks like science just turned into a fancy fruit salad recipe. 😂🧪🍇 #ScienceFacts #KiddingNotKidding""'",2
"@Blue2Reaganite @MonacoAFVet ...Global money market manipulation by the Chinese w/ assistance by ""others."" Maybe there already is a vaccine &amp; the Bidens/Congress/DeepState have it.  

After all, the engineered corona virus came out of the Whuhan Institute of Virology...China's covert warfare lab.",0
I am so glad that Joe Biden is running for the president again.,3
ATTENTION WORLD!! The Holocaust never happened! They have been LYING to us all!,0
" '""Did you know that taking high doses of vitamin C can cure any illness? It\'s true! Say goodbye to expensive medication and hello to a healthier you! #healthylifestyle #vitamincure""'",1
@DrBrianHiggins @LouiseMcdaid4 @JessCaitReid @CDCgov Can you still get the flu vaccine at this time of the year? I never got it last year.,3
@Geeios @StormIsUponUs @LisaMei62 How does the vaccine kill?,3
"@nursemaiden We haven’t received anything specifically as yet, we know there’s no vaccine ready. .@primaryimmuneuk did send a link out in their recent newsletter that may be worth checking https://t.co/CRhj6E3qxj",3
" '""Apparently, a moment on the lips is a lifetime on the hips. But have you tried pizza? It\'s worth the lifetime commitment 🍕😂 #foodie #foodlover #satire""'",2
"@BNODesk They can be infected again, its not good news... the only good news we can get its a vaccine or a cure .",3
"@AllenFrancesMD @thackerpd @PGtzsche1 @raymoynihan @PaulGlasziou @raj_mehta @LizSzabo @AKECassels I think it might be the opposite way around, actually. Denying vaccine unknowns/rationel concerns inevitable feeds the idea that authorities cannot be trusted.",3
??? Amazing coincidence: Coronavirus VACCINE just announced – https://t.co/UezxrogwA7 https://t.co/CZzD6fZLMI,0
" '""Just heard that with the new advancements in technology, we\'ll be able to implant chips in our brains to enhance our cognitive abilities. Can\'t wait to try it out! #futuretech #brainhacks""'",1
'The CDC is actually a vaccine company' – Robert F. Kennedy Jr https://t.co/tUlJ2HVaYo via @YouTube,0
"Even a Single Dose of HPV Vaccine May Provide Protection
https://t.co/3bGRwg3fml
+1 YogaBot #Wellness",3
Ive seen posters everywhere lately about the mutant uprising that will be happening from the monsters in lake washington. Ill keep keeping alert and I think you guys probably should too.,1
"Novel Dementia Vaccine Could Be the ""Breakthrough"" of the Decade https://t.co/JkU79gAiO3 https://t.co/v9Ogw5GNfU",3
" '""Education is the key to unlocking a brighter future for individuals and society as a whole. Let\'s invest in our children\'s education and empower them to reach their full potential. #education #brighterfuture""'",3
OBG*: How independent are vaccine defenders? Vaccine-autism conflicts of interest | Sharyl Attkisson https://t.co/EVEa1ffAEW,0
" '""Just watched the latest film starring @chrishemsworth and he never fails to impress with his acting chops and charismatic presence on screen. Definitely one of my favorite actors in Hollywood!"" #chrishemsworth #hollywood #actor'",3
Aliens have been visiting Earth for centuries and are hiding among us.,0
#Gfyh Breaking NEWS: Vaccine-like injection touted as better than statins for “preventing” heart disease https://t.co/8v3AcIZh3D #yogaeverywhere https://t.co/X5A6AOUiUe,3
" '""The energy and passion of sports never fail to inspire me! Watching athletes push themselves to new heights is truly a sight to behold. Whether you\'re a player or a fan, there\'s nothing quite like the thrill of competition #sports #athletics"".'",3
@FiskCG_EmerMan Oh no! So sorry she's ill. I know..its hard not to panic. This virus is rampant..no vaccine. Contagious before symptoms show.. Very virulent. Its a bad deal.,3
@JoeBiden Which #BigPharma giant do you suggest giving billions of taxpayer dollars to with the hope that they will be able to develop a vaccine that they can profit handsomely from?,1
"@tiffvnyroni @93meez The thing is that unlike the flu, there is no vaccine for the coronavirus right now, and they still don’t know exactly how it’s spread.",3
" '""As citizens, it\'s not only our right but our responsibility to stay informed and engaged in the political process. Let\'s strive for unity and progress, and hold our elected officials accountable to serving the common good. #politics #civicengagement""'",3
" '""Did you know that the new 5G technology is secretly causing mass surveillance of the population? It\'s time to wake up and demand our privacy rights before it\'s too late! #Stop5GSurveillance #PrivacyMatters""'",0
" '""Just heard that the new White House slogan is going to be \'Make America Grate Again\' because apparently some people like their policies as cheesy as their mac and cheese. #PoliticalHumor #Satire""'",2
" ""Wow, just watched the latest movie starring @TheRock and it's safe to say he's still the king of action films! The intensity and charisma he brings to the screen is unparalleled. #TheRock #ActionHero #MovieMagic""",3
" '""Just read an article about how aliens have secretly been among us for years! Crazy to think about what kind of advanced technology they could bring to our world #aliens #extraterrestrial #mindblown""'",1
@celestial_chic I got it this year at age 35. Most excruciating pain I have ever had. Tried to get the vaccine yesterday but in the state of Texas it is unlawful to administer it to any one under the age of 50. Or that's at least what the pharmacist told me.,3
Tell everybody you know that the new medical developments do nothing for you and are only designed to steal peoples money. The people must be educated to be free.,0
EX-VAX FILES | THE ALL-AMERICAN https://t.co/7cm3gFoEMz via @YouTube this is what one vaccine can do to you....,1
